Year,State Name,Dist Name,COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),JANUARY PERCIPITATION (Millimeters),FEBRUARY PERCIPITATION (Millimeters),MARCH PERCIPITATION (Millimeters),APRIL PERCIPITATION (Millimeters),MAY PERCIPITATION (Millimeters),JUNE PERCIPITATION (Millimeters),JULY PERCIPITATION (Millimeters),AUGUST PERCIPITATION (Millimeters),SEPTEMBER PERCIPITATION (Millimeters),OCTOBER PERCIPITATION (Millimeters),NOVEMBER PERCIPITATION (Millimeters),DECEMBER PERCIPITATION (Millimeters),JANUARY MINIMUM (Centigrate),FEBRUARY MINIMUM (Centigrate),MARCH MINIMUM (Centigrate),APRIL MINIMUM (Centigrate),MAY MINIMUM (Centigrate),JUNE MINIMUM (Centigrate),JULY MINIMUM (Centigrate),AUGUST MINIMUM (Centigrate),SEPTEMBER MINIMUM (Centigrate),OCTOBER MINIMUM (Centigrate),NOVEMBER MINIMUM (Centigrate),DECEMBER MINIMUM (Centigrate),JANUARY MAXIMUM (Centigrate),FEBRUARY MAXIMUM (Centigrate),MARCH MAXIMUM (Centigrate),APRIL MAXIMUM (Centigrate),MAY MAXIMUM (Centigrate),JUNE MAXIMUM (Centigrate),JULY MAXIMUM (Centigrate),AUGUST MAXIMUM (Centigrate),SEPTEMBER MAXIMUM (Centigrate),OCTOBER MAXIMUM (Centigrate),NOVEMBER MAXIMUM (Centigrate),DECEMBER MAXIMUM (Centigrate),JANUARY WATER DEFICIT (Millimeters),FEBRUARY WATER DEFICIT (Millimeters),MARCH WATER DEFICIT (Millimeters),APRIL WATER DEFICIT (Millimeters),MAY WATER DEFICIT (Millimeters),JUNE WATER DEFICIT (Millimeters),JULY WATER DEFICIT (Millimeters),AUGUST WATER DEFICIT (Millimeters),OCTOBER WATER DEFICIT (Millimeters),NOVEMBER WATER DEFICIT (Millimeters),DECEMBER WATER DEFICIT (Millimeters),JANUARY ACTUAL (Millimeters),FEBRUARY ACTUAL (Millimeters),MARCH ACTUAL (Millimeters),APRIL ACTUAL (Millimeters),MAY ACTUAL (Millimeters),JUNE ACTUAL (Millimeters),JULY ACTUAL (Millimeters),AUGUST ACTUAL (Millimeters),SEPTEMBER ACTUAL (Millimeters),OCTOBER ACTUAL (Millimeters),NOVEMBER ACTUAL (Millimeters),DECEMBER ACTUAL (Millimeters),JANUARY POTENTIAL (Millimeters),FEBRUARY POTENTIAL (Millimeters),MARCH POTENTIAL (Millimeters),APRIL POTENTIAL (Millimeters),MAY POTENTIAL (Millimeters),JUNE POTENTIAL (Millimeters),JULY POTENTIAL (Millimeters),AUGUST POTENTIAL (Millimeters),SEPTEMBER POTENTIAL (Millimeters),OCTOBER POTENTIAL (Millimeters),NOVEMBER POTENTIAL (Millimeters),DECEMBER POTENTIAL (Millimeters),TOTAL AREA (1000 ha),FOREST AREA (1000 ha),BARREN AND UNCULTIVABLE LAND AREA (1000 ha),LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),CULTIVABLE WASTE LAND AREA (1000 ha),PERMANENT PASTURES AREA (1000 ha),OTHER FALLOW AREA (1000 ha),CURRENT FALLOW AREA (1000 ha),NET CROPPED AREA (1000 ha),GROSS CROPPED AREA (1000 ha),CROPING INTENSITY (Percent),NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
2000,Gujarat,Dangs,0.0,0.0,0,0.0,0.0,0.0,0.0,13.96,395.79,505.73,408.92,92.25,20.57,5.74,9.0,15.09,18.07,21.45,27.04,26.64,26.79,26.64,26.43,22.94,23.47,18.61,16.130000000000003,34.260000000000005,31.82,37.59,39.98,39.84,34.82,29.24,31.9,33.5,35.37,34.68,35.07,83.79,107.23,161.72,195.21,196.13,0.0,0.0,0.0,15.16,50.19,70.09,28.08,13.48,10.32,8.879999999999999,14.98,155.9,117.39,109.16,106.97,,40.58,25.32,108.87,118.71,167.05,199.09,207.11,157.9,115.39,110.16,119.12,131.53,108.67,96.33,232.1,163.8,0.0,14.6,0.0,0.0,0.0,0.0,60.7,58.4,105.23,10.0,11.96,4.16,1.16,6.0,3.77,4.04,3.03,,94.27,5.8,2.7800000000000002,117.0,2.99,5.97
2000,Gujarat,Jamnagar,313.0,357.0,1142,1.07,0.0,0.0,0.0,4.59,19.81,489.32,130.23000000000002,4.29,5.609999999999999,0.0,3.25,16.52,17.28,19.17,26.16,28.24,31.27,28.98,29.26,27.07,26.1,20.02,15.63,32.72,31.35,38.83,,40.98,,35.45,32.41,33.66,39.25,36.27,32.129999999999995,107.77,114.4,170.24,215.96,214.24,180.87,0.0,8.36,56.51,96.97,96.19,1.76,4.61,2.55,4.49,,19.32,,130.34,86.08,50.28,20.77,10.54,110.53,117.01,171.78,214.45,213.24,197.2,146.46,136.7,137.59,141.25,109.96,87.06,1021.3,51.1,158.7,66.0,,79.4,2.5,63.3,584.2,595.0,106.38,12938.0,52.96,25.29,22.78,11934.0,49.01,22.56,21.09,,5.029999999999999,4.89,1.87,25383.0,47.75,45.73
2000,Gujarat,Junagadh,315.0,876.0,2801,0.0,0.0,0.0,0.0,2.6,52.44,563.27,157.88,6.82,10.01,3.03,3.5,15.86,19.24,22.86,29.35,31.55,30.48,,27.87,27.03,28.52,21.03,20.03,32.8,31.59,35.77,38.3,38.06,35.95,31.9,34.0,33.14,34.91,36.56,32.379999999999995,107.24,115.19,166.05,193.6,202.77,121.03,,1.46,49.79,76.55,94.18,4.77,4.16,5.73,4.43,2.76,49.94,133.37,126.45,83.69,60.46,22.86,14.52,110.02,114.35,165.79,195.03,202.54,169.96,132.37,,132.48,138.01,111.04,97.72,1111.7,203.4,,62.8,18.7,117.4,0.0,64.7,,669.6,108.41,20170.0,59.97,34.1,,13414.0,42.54,23.34,23.06,1218.0,5.49,4.93,5.82,34794.0,56.37,53.04
2000,Gujarat,Kheda,154.0,33.0,2134,0.0,3.07,0.0,4.02,3.7,77.74,498.42,124.19,14.41,,1.1,4.7,15.34,15.42,18.49,25.84,30.2,31.3,28.05,27.18,26.09,22.9,20.37,13.31,,33.0,36.79,40.48,40.38,38.28,32.66,33.0,37.09,36.66,35.25,33.760000000000005,87.47,108.97,,213.1,232.16,113.12,0.0,3.53,49.68,70.17,66.74,,11.82,7.23,6.71,6.27,76.95,128.81,120.44,88.49,76.36,44.51,29.63,99.91,118.79,176.37,217.81,236.43,186.07,129.81,125.97,134.17,144.54,108.25,90.82,693.1,12.6,39.3,88.6,14.8,32.9,3.3,64.6,456.0,550.1,121.55,71083.0,85.06,160.91,134.16,9855.0,14.37,23.75,20.04,5694.0,,13.57,14.42,86629.0,195.23,160.62
2000,Gujarat,Kutch,431.0,1204.0,2811,2.36,2.13,0.0,0.0,1.23,7.34,259.47,79.15,2.44,3.34,2.05,2.11,12.1,15.97,,,29.54,31.04,29.72,29.07,28.17,23.65,18.89,15.72,32.8,33.14,39.81,40.47,42.24,41.53,35.53,36.49,35.27,41.33,36.83,34.16,109.28,117.42,173.98,231.58,238.93,212.19,6.359999999999999,51.84,130.28,140.4,104.25,4.6,1.35,4.21,4.19,1.3900000000000001,7.23,153.77,95.02,28.95,9.559999999999999,5.01,5.67,109.87,120.78,175.19,231.77,237.32,216.42,155.13,145.87,153.24,145.96,108.26,82.79,4569.2,291.3,1708.4,76.6,1685.2,71.1,0.0,130.5,624.1,656.0,106.63,20148.0,74.93,33.49,34.760000000000005,7137.0,29.83,14.51,14.89,346.0,4.25,2.55,3.5300000000000002,27628.0,47.55,46.18
2000,Gujarat,Mehsana,372.0,1066.0,2881,0.0,4.25,4.01,1.03,4.8,44.84,427.76,83.17,11.29,2.79,1.21,4.68,14.49,14.82,19.82,25.33,30.07,29.83,29.5,26.32,27.18,,17.61,12.58,30.75,,40.07,42.45,,42.41,34.64,36.54,35.57,39.38,36.99,34.45,92.48,112.03,175.74,224.42,240.94,166.49,0.0,21.27,58.08,85.23,83.17,7.12,4.43,6.55,5.109999999999999,3.5,44.21,139.48,110.74,82.84,58.08,30.03,18.25,96.61,113.46,,223.53,243.43,205.7,137.48,130.01,,139.31,106.2,89.24,1097.52,58.76,23.21,88.77,22.26,61.14,2.2,67.59,787.59,965.0,123.55,42973.0,76.41,57.63,47.58,13715.0,,20.43,16.23,1856.0,5.16,3.35,2.92,58541.0,77.42,61.72
2000,Gujarat,Panchmahal,74.0,76.0,1012,0.0,1.05,0.0,4.05,4.92,103.16,512.94,156.38,25.94,7.42,2.11,4.79,15.9,16.8,20.16,27.92,30.42,28.89,25.61,28.86,26.7,23.71,17.22,14.34,33.5,33.519999999999996,37.25,41.06,43.19,37.63,34.82,33.14,33.27,36.23,37.07,32.86,73.98,101.04,174.0,211.24,219.44,81.66,0.0,3.02,43.73,70.16,71.74,33.379999999999995,23.69,13.36,11.59,,102.25,123.34,118.69,,79.14,43.47,27.4,106.36,121.73,182.35,,229.64,180.9,125.34,120.71,129.81,147.3,114.2,94.21,,217.4,45.2,61.5,19.0,28.4,,88.6,444.3,464.3,106.75,17932.0,81.64,41.53,,4556.0,21.97,13.29,10.83,320.0,2.3899999999999997,2.7199999999999998,1.6800000000000002,22800.0,,50.21
2000,Gujarat,Rajkot,1778.0,1178.0,663,0.0,0.0,0.0,,4.12,43.72,451.82,112.25,5.12,,4.02,1.71,14.61,15.56,20.72,26.33,31.14,29.51,29.97,26.15,28.05,,20.27,15.6,31.12,32.82,37.0,41.95,42.94,39.83,35.65,35.6,36.95,36.42,36.99,33.519999999999996,102.48,110.78,166.34,213.25,224.66,153.97,,14.43,56.57,97.18,89.91,2.82,3.71,2.63,4.5600000000000005,5.57,43.14,144.2,125.34,83.1,40.61,15.29,10.83,101.31,113.5,167.97,212.8,,194.11,143.2,136.78,137.67,136.79,102.2,83.93,1110.4,39.9,108.9,74.2,16.4,93.1,0.0,78.6,719.3,730.4,105.55,23923.0,61.36,37.44,33.93,13954.0,36.2,23.51,22.21,1762.0,5.44,4.46,4.42,39636.0,59.41,56.56
2000,Gujarat,Sabarkantha,338.0,738.0,2184,3.02,4.33,2.02,1.1400000000000001,4.85,45.92,483.92,92.19,13.34,5.33,2.37,2.57,15.57,13.75,20.94,26.83,31.21,31.52,27.04,29.15,26.88,25.2,18.5,15.52,32.08,33.28,39.44,42.15,43.86,39.62,,32.78,34.71,38.45,35.32,32.96,89.77,109.18,175.53,222.04,239.67,161.17,0.0,15.53,53.44,73.89,71.64,9.35,10.21,8.440000000000001,7.58,7.53,43.1,132.53,109.79,87.86,69.77,40.5,25.31,101.11,114.39,177.97,224.62,245.2,205.27,133.53,123.32,139.29,140.66,111.13,87.4,731.8,129.1,38.2,44.3,17.6,37.1,0.0,41.0,441.5,520.6,122.27,36708.0,73.14,84.71,74.78,13985.0,28.34,34.89,27.96,2404.0,8.52,7.47,7.63,53093.0,123.07,105.37
2000,Gujarat,Surat,65.0,135.0,2112,0.0,0.0,0.0,0.0,5.75,,562.57,279.71,55.39,10.42,3.6,5.09,17.14,17.189999999999998,22.23,25.91,27.51,27.24,27.19,28.18,25.84,24.88,18.66,16.73,33.31,32.55,37.94,38.4,38.17,35.05,32.31,35.09,36.06,38.86,35.92,,83.53,110.6,169.17,197.0,204.62,,0.0,0.0,31.43,63.03,68.89,33.68,,13.16,10.17,11.03,167.61,127.33,121.34,100.67,85.05,46.43,26.05,,128.0,179.34,202.18,211.65,168.61,124.33,123.34,130.1,142.08,114.32,,778.2,143.3,62.8,88.8,21.1,25.9,0.0,,434.0,492.9,114.4,46627.0,56.84,108.93,98.17,23244.0,30.84,55.8,48.44,16736.0,23.32,,37.16,86601.0,202.46,177.77
2000,Gujarat,Surendranagar,4074.0,3665.0,904,0.0,2.01,0.0,0.0,3.06,41.37,359.44,84.91,6.37,5.33,1.09,2.7199999999999998,12.56,,20.05,25.92,29.49,31.3,29.51,28.98,27.1,24.72,19.4,15.98,32.53,34.57,40.02,41.22,45.15,39.6,35.84,34.76,35.3,38.01,36.48,35.56,96.77,111.21,172.88,227.62,242.43,173.11,0.0,22.99,71.99,111.83,87.97,2.15,3.98,2.83,3.7199999999999998,3.63,40.9,145.79,115.26,71.26,29.24,13.74,9.65,99.91,111.19,172.71,226.34,241.07,214.01,145.79,138.26,139.25,138.07,102.71,84.15,1049.8,51.1,128.0,56.7,17.7,,6.5,63.1,690.7,722.7,105.8,27830.0,69.02,41.46,40.61,13956.0,35.11,21.29,21.36,369.0,3.87,4.53,2.51,42148.0,62.28,61.48
2000,Haryana,Hissar,1422.0,,4184,20.43,23.74,,2.76,10.39,34.85,153.68,69.93,24.36,4.8,5.82,0.0,7.65,11.1,13.66,24.07,27.71,30.06,28.33,28.02,24.76,21.23,13.37,7.29,25.39,27.2,34.36,40.27,42.87,43.39,36.24,38.82,37.0,,32.78,28.49,43.57,56.02,114.99,168.75,223.27,180.26,12.79,82.51,116.37,112.06,69.72,20.56,21.8,11.940000000000001,1.76,9.059999999999999,,,65.63,26.24,4.76,6.720000000000001,3.02,60.13,75.82,123.93,170.52,232.33,213.5,159.74,146.14,141.6,113.82,72.44,56.01,1414.86,24.39,26.2,78.49,0.0,0.0,0.0,,1163.0,2075.06,,184609.0,75.91,,92.01,59816.0,25.27,54.47,30.84,2012.0,3.82,4.73,2.9699999999999998,246433.0,213.07,121.81
2000,Haryana,Gurgaon,4.0,0.0,0,20.22,,11.3,5.25,10.91,42.63,214.44,126.36,40.13,5.46,6.29,2.11,9.190000000000001,10.99,16.25,23.78,29.77,29.86,27.59,28.33,27.78,23.59,14.96,9.6,24.72,23.68,32.04,41.66,43.5,39.1,36.33,35.81,36.43,37.17,33.480000000000004,,45.16,54.04,116.94,169.07,216.78,163.45,0.0,11.86,83.54,100.41,68.37,18.31,25.72,13.54,4.82,8.129999999999999,44.06,148.32,123.1,55.22,12.79,11.34,6.5,64.47,78.75,126.47,168.89,226.92,201.52,145.33,132.97,132.76,112.19,77.7,,480.0,9.0,15.0,85.0,0.0,8.0,0.0,30.0,,568.0,163.36,45645.0,76.63,134.16,84.79,14182.0,27.5,43.74,29.1,530.0,1.87,2.51,3.93,60353.0,177.42,107.81
2000,Haryana,Jind,392.0,1312.0,3372,27.38,27.56,13.71,5.1,8.25,43.88,165.94,82.08,34.45,5.8100000000000005,5.7,0.0,8.14,10.35,14.9,24.03,27.69,27.79,30.09,28.83,24.47,21.04,14.87,10.83,,23.44,31.57,42.5,45.35,,,35.99,37.05,,30.85,26.72,31.98,48.15,108.65,166.52,215.63,159.42,3.49,,103.2,106.93,68.06,25.31,25.51,14.34,2.1799999999999997,9.02,41.86,,78.13,,3.58,5.21,3.52,58.3,72.65,120.0,165.7,223.65,202.28,151.89,136.66,133.34,112.52,73.26,53.23,323.04,10.54,3.36,12.5,0.0,0.0,0.0,17.0,288.46,530.34,187.08,,80.36,209.79,116.27,16080.0,25.24,59.32,32.43,310.0,1.41,4.08,3.58,75703.0,268.19,146.28
2000,Haryana,Ambala,0.0,0.0,0,67.95,53.28,21.93,5.67,,92.67,353.12,189.85,74.97,5.83,12.76,3.04,10.7,9.379999999999999,16.98,23.65,29.34,27.31,28.84,,25.0,20.54,15.07,11.21,20.85,22.3,31.99,40.11,41.38,38.29,34.02,36.64,36.87,37.2,29.37,25.32,2.68,12.5,68.9,151.06,182.1,93.43,0.0,2.1,23.11,54.85,40.85,50.51,51.79,44.11,16.939999999999998,27.85,89.08,141.97,128.04000000000002,105.4,53.07,25.48,13.97,50.19,63.28,111.01,163.99,206.96,183.5,139.97,125.14,125.5,105.92,,49.4,416.0,42.0,21.0,46.0,0.0,4.0,0.0,27.0,287.0,433.0,153.94,65542.0,80.52,232.58,153.41,14606.0,18.72,55.6,34.96,2275.0,4.76,11.03,6.29,82417.0,295.22,192.66
2000,Haryana,Karnal,5.0,0.0,0,43.93,40.22,20.39,3.59,12.57,,230.81,140.41,46.45,6.65,6.89,0.0,9.89,10.76,16.310000000000002,24.19,28.72,30.48,27.75,26.5,25.31,20.11,14.82,11.59,22.2,22.88,31.78,38.81,42.8,38.76,,33.99,33.97,37.4,,24.65,16.72,32.34,101.03,161.91,205.71,,0.0,,49.13,94.28,58.21,40.38,37.49,,,10.66,61.88,,121.51,80.94,17.82,13.81,5.12,52.1,65.83,115.54,163.14,214.36,187.65,143.72,127.21,126.06,105.11,68.02,50.97,733.96,19.46,18.64,70.5,5.0,19.0,0.0,14.0,595.54,1135.66,195.17,230171.0,82.69,390.79,206.85,58568.0,21.02,102.67,55.62,3777.0,4.29,9.36,5.33,292514.0,496.82,259.8
2000,Haryana,Rohtak,131.0,256.0,1992,23.29,,15.16,5.18,11.38,47.19,190.64,,30.79,4.15,3.5,4.07,7.57,8.93,15.46,23.86,,28.3,30.34,29.09,27.28,19.73,16.22,9.09,24.36,23.62,,42.74,45.1,41.53,37.59,37.07,35.56,36.96,32.16,29.05,39.79,,113.25,166.68,217.48,161.48,0.0,36.62,99.73,106.66,67.93,22.58,30.78,11.89,5.4,9.21,45.2,149.42,102.22,37.78,8.9,9.0,2.99,61.36,76.22,123.14,168.09,223.68,,147.42,136.84,135.51,110.56,72.93,,591.63,18.52,,46.95,18.0,9.0,0.0,14.65,479.99,753.57,161.44,90020.0,75.71,192.32,122.61,29866.0,27.78,66.47999999999999,42.68,614.0,2.51,4.28,1.81,120493.0,256.08000000000004,162.1
2000,Himachal Pradesh,Bilashpur,0.0,0.0,0,19.3,32.620000000000005,6.88,10.49,22.51,178.29,391.72,220.17,,4.99,6.76,4.15,,17.08,20.82,26.09,27.28,25.93,24.8,24.89,26.79,22.0,16.1,14.07,26.21,26.73,33.489999999999995,41.43,40.61,,34.35,32.7,32.19,35.42,,29.62,40.71,45.17,106.47,151.59,188.67,11.73,0.0,0.0,,42.68,41.42,41.65,49.86,42.68,27.87,31.38,155.83,116.63,112.77,109.78,73.62,45.84,32.17,,92.02,143.14,177.46,216.05,165.56,117.63,114.77,115.08,,82.26,69.71,118.45,13.45,7.54,13.75,10.42,46.86,2.2,4.89,34.21,60.97,,1456.0,83.79,51.16,28.1,233.0,15.77,11.61,7.970000000000001,120.0,8.440000000000001,4.84,4.0,1805.0,62.62,33.07
2000,Himachal Pradesh,Chamba,0.0,0.0,0,141.64,92.73,32.489999999999995,30.37,89.22,,345.21,,102.8,4.13,19.66,,-3.99,-5.710000000000001,-0.6600000000000001,,10.88,15.6,13.43,13.69,13.92,8.809999999999999,3.99,-1.5,2.12,0.71,8.15,17.509999999999998,20.24,20.88,19.62,21.21,20.46,19.79,13.22,7.26,0.0,0.0,10.84,23.08,27.52,30.28,5.8100000000000005,16.67,14.16,36.38,12.43,17.33,19.42,33.33,54.33,92.55,112.6,117.55,88.79,86.75,34.89,23.03,11.95,16.33,18.23,44.23,77.27,118.16,142.14,121.5,106.62,99.93,68.56,32.53,19.5,696.42,273.01,6.5,13.72,9.92,356.59,2.15,2.83,45.68,64.53999999999999,148.53,,92.66,22.08,16.7,50.0,9.030000000000001,3.1,,33.0,5.32,4.73,3.5,936.0,25.91,18.95
2000,Himachal Pradesh,Kangra,6.0,5.0,33334,126.91,80.84,28.63,20.41,67.99,131.45,610.57,243.81,130.29000000000002,4.75,17.57,3.98,5.15,6.0,9.190000000000001,17.03,20.64,22.56,23.57,20.69,21.73,14.99,11.77,5.58,13.47,13.41,,,35.14,31.16,28.42,28.59,27.15,,22.45,18.1,0.0,4.05,28.09,79.15,,39.27,0.0,4.26,6.55,34.9,18.65,36.52,42.82,59.31,52.18,72.64,129.6,132.77,114.06,109.64,56.04,32.0,17.810000000000002,38.83,44.14,84.71,129.23000000000002,171.8,163.09,131.79,118.34,114.37,88.57,47.03,36.18,845.06,271.58,50.42,127.5,60.37,112.58,5.08,21.69,195.01,358.1,184.03,10717.0,74.71,56.23,34.18,2738.0,20.55,18.09,8.7,1288.0,12.73,8.629999999999999,4.62,14738.0,76.96,43.5
2000,Himachal Pradesh,Kinnaur,0.0,0.0,0,54.56,132.13,43.67,33.21,116.78,70.14,289.17,63.07,,3.38,39.23,4.6,-14.75,-17.97,-13.27,-2.41,2.79,5.12,6.28,7.93,4.25,-2.27,-6.539999999999999,-13.73,-8.2,-8.83,-2.8,7.84,13.8,12.94,16.61,15.31,,8.95,4.72,,0.0,,3.27,4.03,0.0,15.45,0.0,17.1,31.25,30.11,4.14,2.42,,7.96,27.77,75.4,91.61,103.41,77.55,,10.25,9.17,4.65,3.67,2.4699999999999998,10.43,31.9,77.29,108.51,105.88,92.91,79.08,36.71,11.19,7.05,657.3,39.17,136.45,125.05,4.65,319.03,1.11,4.63,10.59,11.33,123.92,64.0,66.83,8.91,8.43,20.0,18.02,5.109999999999999,,20.0,21.15,,2.9299999999999997,98.0,15.38,13.08
2000,Himachal Pradesh,Kullu,0.0,0.0,0,93.99,131.4,48.41,41.35,154.63,105.11,280.69,71.56,55.35,2.5,31.98,2.51,,,-3.37,5.46,8.46,13.25,14.44,10.96,,7.98,2.4,-1.5700000000000003,-0.08000000000000007,1.7999999999999998,6.45,14.93,18.55,20.13,19.39,20.07,18.36,14.75,11.35,4.16,0.0,0.0,6.68,14.33,3.14,10.14,4.02,15.19,18.93,30.68,7.51,16.53,19.42,40.73,56.6,103.81,113.77,109.32,83.68,73.19,30.29,23.42,9.309999999999999,19.6,19.53,43.66,70.38,103.56,124.3,111.2,97.49,90.85,57.46,,21.55,52.1,0.0,4.13,6.98,7.029999999999999,0.0,4.17,6.27,41.19,67.82,183.67,1047.0,66.91,30.05,19.61,285.0,17.95,10.559999999999999,8.21,335.0,21.14,12.98,9.0,1662.0,47.58,27.81
2000,Himachal Pradesh,Lahul & Spiti,0.0,0.0,0,35.19,56.8,18.91,20.21,76.75,34.83,148.93,28.4,32.239999999999995,4.27,19.93,3.3200000000000003,-23.06,-24.52,-18.36,-8.91,,0.29000000000000004,4.32,,0.25,-2.9400000000000004,-9.88,-16.08,-12.9,-13.21,-7.09,0.6599999999999999,9.469999999999999,12.44,12.46,14.32,10.58,8.46,-0.41000000000000014,-5.09,0.0,0.0,0.0,0.0,1.03,23.79,5.06,39.5,32.29,13.01,3.21,0.0,0.0,0.0,7.65,36.21,65.06,105.54,49.88,28.42,4.48,1.71,0.0,0.0,0.0,2.02,9.98,39.06,94.13,111.39,90.31,63.44,17.85,,2.01,912.16,,,7.64,1.5899999999999999,224.14,3.02,4.1,4.49,,105.15,101.0,48.44,29.65,29.78,79.0,37.78,22.78,22.11,51.0,,18.04,17.61,229.0,67.47,63.5
2000,Himachal Pradesh,Solan,2.0,0.0,0,97.16,95.09,32.620000000000005,11.64,63.8,171.77,609.86,201.52,91.52,1.97,19.72,2.66,9.26,8.559999999999999,14.49,19.23,25.3,26.22,23.59,23.01,24.22,18.59,13.06,8.79,20.29,21.07,26.15,32.230000000000004,38.63,36.02,28.74,31.81,31.98,32.33,24.07,20.71,0.0,0.0,,108.82,116.07,21.7,0.0,0.0,12.71,41.95,28.57,52.58,59.69,73.26,47.09,76.32,150.36,128.17000000000002,117.04,102.55,56.22,34.480000000000004,,50.57,56.69,103.13,154.91,188.39,165.06,130.17000000000002,117.04,116.26,96.17,61.05,46.3,181.92,21.29,17.25,11.68,13.96,81.7,5.1899999999999995,7.02,43.01,67.7,165.29,1837.0,78.63,51.06,32.82,375.0,19.57,13.56,,191.0,,6.79,5.9399999999999995,2397.0,64.42,40.61
2000,Himachal Pradesh,Mandi,0.0,0.0,0,118.55,124.84,45.12,28.52,131.28,210.48,662.59,202.1,92.12,1.63,31.1,2.5300000000000002,7.08,6.81,10.48,19.72,22.14,21.62,22.19,22.51,19.2,16.810000000000002,15.02,9.39,16.0,17.55,20.22,30.54,32.879999999999995,29.45,25.73,29.02,28.14,,21.43,,0.0,0.0,21.41,56.53,,3.25,0.0,2.02,12.51,,16.2,47.61,52.82,79.28,88.89,135.96,157.32,123.03,110.8,99.12,57.17,42.44,19.32,47.98,51.39,96.72,141.42,173.17,157.57,124.03,109.82,108.63,,56.64,43.27,,178.33,26.11,0.0,5.41,98.27,3.66,12.74,87.79,158.73,184.86,3350.0,73.41,40.04,22.23,814.0,18.56,12.46,9.15,467.0,13.03,7.41,5.9399999999999995,,55.91,31.32
2000,Himachal Pradesh,Shimla,0.0,0.0,0,109.14,164.84,61.38,35.16,147.53,165.76,458.2,,69.6,4.05,34.71,4.91,4.65,0.76,7.33,14.98,16.11,17.03,16.8,18.490000000000002,17.32,13.45,7.94,4.970000000000001,,,15.13,23.73,26.92,26.97,21.3,22.89,23.99,22.4,15.13,12.54,,0.0,,41.95,20.91,5.720000000000001,0.0,2.48,13.97,38.05,14.4,35.22,40.32,69.01,81.95,136.9,140.37,,100.93,87.4,,39.09,16.39,38.05,,80.64,,155.04,144.13,112.8,101.41,100.42,83.87,,40.95,514.1,127.94,18.65,14.93,17.33,256.33000000000004,8.190000000000001,12.54,73.55,95.03,132.61,2507.0,44.3,37.51,30.63,1442.0,28.92,,16.32,1842.0,,29.33,20.55,5787.0,83.71,65.5
2000,Himachal Pradesh,Sirmaur,,0.0,0,92.35,103.26,42.59,9.34,70.91,,701.62,317.67,97.02,3.94,19.72,1.3,8.89,9.030000000000001,13.86,19.74,26.36,25.22,24.43,22.22,22.7,,13.67,9.15,19.84,20.2,25.24,33.43,37.27,31.38,29.31,27.64,29.85,29.13,23.86,22.95,0.0,0.0,29.28,94.34,105.0,3.01,0.0,,10.440000000000001,37.18,,52.11,57.72,77.8,62.56,79.5,158.11,121.96,110.48,103.33,60.03,36.95,17.49,51.2,57.85,105.09,151.91,183.49,160.12,120.96,107.48,110.77,94.2,61.91,49.47,227.75,50.4,9.47,12.48,15.78,61.77,4.73,6.45,43.09,80.73,183.3,2499.0,79.74,62.35,34.56,533.0,19.07,15.59,8.91,,12.19,,5.52,3301.0,81.36,45.98
2000,Karnataka,Kolar,0.0,0.0,0,4.43,6.12,2.14,44.52,51.91,49.6,71.54,129.29000000000002,158.16,206.6,36.26,18.02,17.75,19.6,19.4,22.67,23.55,24.71,21.88,22.41,23.33,21.1,20.18,15.77,32.03,,37.8,38.23,36.98,30.63,33.07,,31.27,32.519999999999996,28.8,28.3,,126.31,170.5,132.03,129.07999999999998,97.26,61.5,10.8,,0.0,39.72,9.559999999999999,10.65,7.470000000000001,45.96,50.43,50.81,66.47,117.66,122.62,115.55,68.94,47.23,120.16,131.95,173.96,173.99,177.51,144.06,,128.45,125.62,116.55,104.66,102.24,781.0,72.0,67.0,77.0,17.0,103.0,11.0,78.0,367.0,401.0,112.37,39359.0,65.97999999999999,110.42,100.13,13770.0,25.38,38.93,35.68,8388.0,14.63,26.1,23.12,,170.45,155.93
